Question ID,Answer,Latency
660,D,4.1524
662,B,5.1931
664,A,6.2607
668,A,5.9414
671,A,5.9344
674,A,4.9535
677,C,4.0079
678,A,5.156
679,C,4.9691
681,A,4.0419
683,C,4.5283
687,A,4.2469
688,D,5.0082
689,B,4.4305
690,A,5.4317
691,A,6.5166
692,A,4.744
693,A,4.4439
696,C,4.9536
698,C,5.2394
699,A,3.8393
702,A,5.9613
703,A,6.3319
704,C,4.8723
712,C,4.2746
715,A,5.7014
716,A,6.0657
720,B,5.0634
721,B,9.4552
723,A,4.754
725,A,5.0749
727,B,4.9184
728,B,4.4433
730,A,4.2498
731,A,4.5079
732,C,4.9941
733,C,4.6026
736,B,4.2175
738,A,5.379
740,B,4.2998
742,D,5.1963
743,C,4.8024
745,D,5.0012
746,C,6.1167
748,A,14.3998
751,A,3.5596
754,A,4.8544
756,B,5.043
761,B,4.4808
763,A,3.9813
764,B,3.7212
765,B,5.9718
770,C,5.2565
773,A,5.7051
779,C,4.3486
781,A,5.9557
782,C,5.3072
783,A,4.5963
784,B,4.5949
786,D,6.2599
787,D,3.5675
788,A,4.8306
789,A,4.7539
790,B,5.3551
791,B,3.8191
793,B,3.9183
794,D,3.2925
795,B,3.7353
796,C,3.9852
798,D,3.3611
799,B,4.5208
800,D,3.9757
801,D,3.9424
802,D,4.7025
803,A,3.215
804,D,5.7845
808,B,4.4806
809,B,5.6942
810,D,3.1302
814,D,4.6445
815,C,4.7202
819,A,3.3427
820,A,3.3021
823,B,4.6004
824,C,5.9231
826,B,5.3404
833,D,9.856
834,A,3.7558
835,A,3.9858
836,A,3.7781
837,B,3.6558
838,A,6.2348
839,D,3.5591
840,B,3.4419
841,B,6.6718
844,B,3.4368
845,A,5.0881
847,C,4.2257
848,D,3.6682
851,B,3.9197
852,A,3.4153
855,D,4.7509
857,A,8.0194
858,A,4.3419
860,A,4.6084
862,A,4.0518
863,B,3.9405
864,A,4.8506
868,A,3.8091
870,C,4.3813
873,A,3.6079
874,C,3.6978
877,C,8.5495
883,A,4.1338
885,A,7.858
886,A,6.3402
887,D,3.6998
889,A,3.9416
893,A,3.5427
895,B,3.9648
899,A,4.4861
901,A,3.6002
903,A,4.5591
907,A,3.3591
908,A,4.4783
910,C,4.5677
912,C,3.2679
914,B,3.8992
915,A,2.9996
916,C,4.8578
920,A,3.7505
921,D,3.2805
923,A,5.1698
924,A,3.7381
926,A,2.8918
927,A,4.517
929,B,6.2494
930,A,4.5812
931,A,6.3345
933,C,4.6864
934,A,3.2481
936,D,6.1719
937,A,4.4758
938,A,4.3144
939,A,4.0053
941,A,3.4039
944,C,4.7621
945,D,3.0758
947,A,5.3042
949,A,3.7819
950,A,4.3077
952,C,3.1627
954,A,4.5234
956,A,4.3571
957,B,3.7552
958,B,4.8371
959,A,3.8249
961,B,3.4162
964,B,5.0453
966,A,3.9779
969,A,10.455
971,C,4.1488
973,A,3.597
974,A,4.4418
978,B,4.9042
980,B,6.3623
984,B,4.3679
985,B,4.6166
986,A,4.0269
988,A,7.9233
990,A,5.4253
993,C,3.3282
994,A,5.1073
995,A,4.8499
996,B,5.1195
998,B,4.8017
999,A,5.7178
1001,D,8.1852
1008,A,6.6581
1011,B,5.3592
1012,B,7.0632
1014,B,5.0956
1015,B,7.0805
1016,A,13.4754
1017,C,7.7033
1018,A,4.3048
1019,A,4.0874
1021,B,4.7058
1022,A,4.9208
1025,A,5.0347
1026,D,8.4515
1027,D,4.15
1029,C,3.9494
1031,A,4.8607
1033,A,3.6711
1036,D,5.9415
1038,A,5.3956
1041,C,4.6131
1045,D,3.9055
1046,A,5.4929
1047,A,5.1344
1049,B,4.8955
1050,B,4.5196
1052,D,5.2798
1053,A,4.007
1055,A,4.6099
1057,A,5.1195
1058,C,3.7327
1062,B,4.7444
1066,A,4.9382
1067,B,5.7853
1068,B,4.8823
1069,A,3.6362
1073,B,4.8578
1075,A,4.4115
1076,A,5.5636
1081,C,4.9645
1083,D,4.1467
1087,C,6.0202
1090,B,14.5385
1091,D,3.881
1092,B,6.2326
1093,B,4.0902
1094,A,5.3553
1095,A,5.1317
1097,C,4.2972
1098,C,3.8762
1101,D,4.6445
1102,A,5.289
1106,A,4.3485
1107,A,4.7564
1109,A,4.7647
1114,D,4.8841
1116,D,5.0616
1117,D,4.8403
1118,A,4.3985
1121,A,4.4688
1122,B,4.6049
1124,A,4.5968
1129,B,4.3304
1130,B,5.0089
1135,A,4.7369
1136,A,4.9081
1138,A,4.6648
1142,A,4.1467
1144,A,4.7245
1145,A,5.4899
1147,D,3.1776
1148,C,5.745
1149,C,3.3086
1150,A,3.279
1151,C,3.1203
1153,B,3.9928
1154,A,12.9519
1156,A,6.4615
1158,A,6.888
1159,B,5.3329
1160,A,3.976
1162,B,5.0617
1163,C,3.5425
1165,B,3.9149
1166,D,4.243
1167,D,4.9032
1168,A,3.3648
1169,B,5.0274
1170,D,3.6764
1171,C,3.5927
1174,D,6.8045
1175,A,3.7003
1181,B,3.9093
1182,A,3.3433
1185,A,3.9158
1186,A,3.3472
1190,A,4.1125
1192,C,3.4728
1196,B,3.8165
1197,D,4.6272
1202,A,4.9465
1205,B,3.6253
1206,D,5.9292
1209,C,3.9096
1210,D,3.6805
1211,D,4.4315
1212,A,4.3123
1213,C,3.3437
1215,A,4.6325
1217,A,4.0017
1220,D,5.2104
1221,A,4.1435
1222,A,3.8101
1223,B,5.2255
1226,D,4.6096
1228,B,3.7604
1229,C,3.7444
1230,B,3.2709
1231,B,11.6333
1232,B,4.2019
1234,C,3.9307
1236,B,4.8563
1237,A,3.8079
1240,A,4.5206
1245,B,3.6162
1246,D,4.7546
1247,A,4.5615
1249,A,3.8152
1250,A,4.7661
1251,B,3.3427
1258,B,3.997
1260,C,3.8669
1262,A,4.0764
1264,B,6.1063
1265,A,4.1811
1266,A,5.4867
1267,A,7.6519
1268,A,3.3306
1269,B,4.0047
1270,A,5.6224
1273,B,3.7094
1274,B,3.7649
1276,B,4.6348
1280,D,5.953
1281,D,4.5961
1282,A,3.8555
1283,A,4.7385
1285,B,4.1452
1289,B,3.8352
1290,A,3.7911
1295,D,3.617
1300,C,4.8089
1305,A,4.2961
1307,B,3.8485
1308,A,5.4248
1310,B,3.7442
1312,D,4.2647
1314,C,3.9384
1315,A,3.3449
1323,C,5.5464
1325,A,4.5812
1326,A,4.9168
1327,D,3.5216
1331,A,4.553
1333,A,2.9265
1335,C,5.2622
1338,A,4.0422
1341,A,5.3578
1342,B,3.4345
1343,A,3.5982
1352,D,4.6979
1353,D,4.2135
1355,B,4.4227
1357,A,3.748
1359,A,3.9278
1361,B,4.1307
1364,A,3.765
1366,D,4.1315
1367,A,4.3798
1368,C,4.422
1369,A,3.4018
1372,C,3.6697
1374,B,3.9501
1376,D,3.8223
1378,C,6.769
1379,A,5.8828
1381,A,3.6729
1382,A,3.8158
1383,B,3.7903
1384,D,3.8017
1386,A,3.2865
1387,B,3.9436
1388,A,3.7794
1393,D,4.1054
1396,C,4.5115
1398,A,3.1684
1399,A,2.9849
1401,C,4.414
1404,A,3.4198
1405,D,6.5386
1406,C,4.5957
1407,B,3.5594
1409,A,4.5416
1410,D,3.0814
1418,A,3.6619
1419,D,5.0014
1420,D,5.4421
1421,A,4.5103
1423,A,3.7127
1424,C,3.3589
1425,A,4.2304
1427,D,4.5996
1428,A,5.3777
1430,C,3.4794
1435,A,4.4835
1437,A,3.2919
1438,A,5.4274
1442,C,4.7204
1443,A,3.4757
1455,A,3.9006
1456,A,4.3599
1458,B,3.97
1462,C,3.3456
1463,A,3.5461
1464,D,6.3018
1466,B,3.8552
1467,A,4.5543
1468,A,4.5986
1469,D,3.8504
1470,A,4.6649
1471,A,3.0318
1473,C,3.2388
1474,A,3.5127
1475,A,5.7335
1477,A,3.8926
1478,A,3.7435
1480,C,3.7178
1481,C,4.744
1484,C,5.6175
1488,B,3.7211
1492,C,4.1381
1493,B,3.6601
1497,C,3.5429
1499,D,8.0253
1501,C,3.6293
1503,A,3.4899
1504,B,4.6997
1507,D,4.414
1508,C,3.8978
1510,A,6.6222
1513,A,3.2511
1518,A,5.5801
1520,B,3.7556
1521,A,5.233
1523,C,4.1835
1524,D,4.1073
1527,C,4.7454
1528,C,4.772
1536,A,3.8424
1539,A,4.0821
1540,B,3.9199
1541,A,3.893
1544,A,3.8035
1548,C,5.2551
1549,A,5.3523
1553,B,3.7286
1554,A,4.4834
1555,A,4.3762
1556,A,3.6813
1557,A,4.3877
1559,A,3.7866
1562,B,4.4471
1563,C,3.6506
1567,A,4.3274
1568,A,5.0436
1569,A,6.1489
1570,A,3.8622
1572,A,3.9251
1574,B,4.674
1575,B,8.3548
1576,B,5.5028
1577,C,4.8476
1578,B,3.8355
1580,C,4.3452
1581,D,4.4956
1584,A,3.2399
1585,C,4.5926
1587,C,4.6911
1588,A,4.5045
1589,C,4.8218
1598,A,3.7992
1600,D,6.5318
1602,D,3.8985
1604,C,3.1489
1609,A,3.6586
1613,D,4.305
1614,A,4.1538
1615,A,3.7887
1617,A,3.2727
1618,A,4.2235
1619,B,3.1466
1622,A,3.9089
1623,A,3.5867
1624,C,4.3378
1626,A,4.0513
1628,D,3.2484
1629,B,3.6232
1634,A,4.0583
1636,A,5.3881
1640,A,4.33
1642,A,4.5313
1644,A,3.399
1646,B,3.923
1647,D,5.9098
1648,A,3.9151
1649,B,2.848
1650,B,3.8712
1651,D,3.6494
1652,B,5.7825
1653,A,3.2073
1654,D,3.1316
1655,A,3.7072
1657,A,5.4867
1659,A,4.1639
1660,A,3.5861
1661,A,3.956
1662,B,5.2906
1663,A,7.2557
1664,A,3.7674
1665,A,3.4809
1669,A,4.0741
1672,A,5.3281
1673,A,4.6147
1674,A,3.8426
1676,A,3.6956
1677,C,6.051
1678,A,3.5675
1679,C,4.3801
1680,A,3.6069
1681,B,3.3055
1683,C,4.0113
1684,A,3.8707
1685,D,4.0327
1688,D,4.7342
1689,A,3.2862
1691,A,3.8834
1692,A,3.7118
1694,B,5.6516
1698,C,2.9614
1699,A,4.8327
1700,A,3.5545
1703,A,3.8653
1708,A,3.8106
1713,A,4.0529
1715,A,3.6082
1716,A,3.6264
1717,A,3.9601
1720,A,3.6277
1725,B,3.5727
1728,A,5.2239
1729,A,4.2258
1731,A,4.7147
1732,D,3.5223
1734,A,3.4674
1738,D,4.1609
1741,A,4.6097
1744,A,4.5446
1745,A,4.6632
1749,A,3.6027
1752,C,3.16
1754,A,3.783
1755,A,3.544
1757,A,4.5518
1758,C,3.6445
1759,A,3.0685
1761,A,4.6423
1762,A,3.6264
1763,D,4.1972
1764,A,4.8947
1765,A,2.8709
1767,B,4.5324
1768,B,5.1865
1769,A,6.248
1770,A,4.0823
1772,D,3.1818
1773,C,4.7231
1775,A,3.8916
1780,B,4.1726
1784,C,4.8089
1785,A,4.1565
1786,C,3.0795
1791,A,3.9008
1793,A,3.4785
1794,A,3.4575
1795,C,6.5587
1796,A,3.4063
1798,D,4.7549
1805,B,4.334
1806,A,4.2001
1813,C,3.6386
1815,B,3.5935
1817,A,3.891
1820,A,3.9399
1821,A,3.5747
1823,A,10.083
1824,C,4.9905
1825,A,3.4537
1827,B,3.4816
1829,D,3.4346
1831,B,4.752
1833,D,5.0892
1834,C,3.5536
1838,A,3.6672
1840,C,4.4837
1843,C,3.5244
1846,B,3.3917
1852,D,3.8205
1854,B,4.9905
1855,C,4.2685
1856,B,5.5185
1857,C,4.1783
1858,A,4.3035
1859,B,4.3424
1860,A,3.7689
1861,A,6.2213
1863,A,5.1654
1865,C,4.3792
1867,A,5.5335
1870,A,3.9155
1871,A,4.9279
1872,A,6.2863
1873,A,4.1843
1874,A,3.7229
1876,D,7.1482
1877,C,3.7797
1879,D,3.6919
1881,D,4.9834
1884,A,4.6862
1886,C,6.3164
1889,A,4.7148
1890,C,3.6331
1891,D,8.6992
1893,A,3.3211
1894,A,4.003
1895,A,4.1097
1897,A,6.3423
1898,A,3.3373
1899,A,3.6508
1900,A,5.7749
1901,A,5.4406
1902,C,3.5512
1905,A,5.6255
1907,D,3.9687
1909,C,3.5586
1911,A,3.9158
1913,C,3.1049
1915,C,4.1208
1916,A,5.1168
1917,B,3.9878
1920,A,4.8691
1922,B,4.1257
1927,B,3.6728
1928,A,5.2484
1930,B,4.6736
1932,D,3.618
1933,A,10.4464
1935,A,4.3231
1936,A,4.3476
1937,B,4.472
1938,B,5.5281
1940,A,4.9464
1942,A,4.4003
1944,C,3.4485
1945,A,4.1487
1947,A,5.1699
1948,B,5.5461
1950,D,3.2058
1951,C,5.0422
1955,B,4.4291
1956,B,3.8482
1957,B,4.7553
1958,A,3.7783
1959,A,4.7511
1960,A,4.5049
1961,A,4.2216
1962,B,5.2168
1963,A,4.8358
1964,A,5.1715
1966,A,7.5927
1967,A,5.8454
1969,A,6.2591
1970,A,4.9362
1974,A,3.7062
1977,C,3.2273
1978,A,3.7163
1980,D,4.8089
1981,C,6.3921
1982,A,4.7427
1983,A,3.4982
1984,A,10.4332
1986,D,5.411
1990,A,4.8626
1991,A,4.9165
1992,A,4.8343
1993,A,3.0807
1995,A,3.3062
1997,C,3.9085
1998,A,4.647
1999,B,3.7438
2000,A,3.893
2005,C,4.3204
2006,C,3.8987
2008,B,2.8509
2009,B,2.9422
2010,C,4.2908
2011,D,4.4291
2014,A,6.1986
2015,A,6.338
2016,A,3.8623
2017,C,4.9802
2018,B,4.4135
2019,C,6.1568
2020,B,3.7739
2028,C,4.4963
2029,B,5.7653
2030,C,4.6939
2031,C,3.9766
2034,A,3.9538
2038,C,4.496
2039,A,6.1996
2041,A,4.3551
2043,A,4.1194
2044,A,3.2302
2045,C,3.1635
2049,A,4.0449
2050,A,3.5929
2054,A,3.3644
2055,A,4.9031
2056,B,4.6381
2057,A,5.5321
2058,B,4.37
2060,B,3.5257
2063,A,6.8872
2064,D,3.3763
2065,A,3.9354
2066,A,4.2677
2070,C,4.3631
2071,A,4.6469
2073,A,7.7974
2075,A,5.6736
2076,C,4.24
2077,A,5.3266
2080,A,4.0486
2081,A,4.6747
2083,A,6.0342
2084,A,5.6091
2085,D,3.7682
2086,A,4.0349
2090,A,5.8176
2091,A,5.6142
2092,A,3.9007
2094,B,5.7061
2096,C,4.6499
2098,A,3.2175
2099,C,4.6809
2100,A,3.7771
2101,A,5.1662
2102,D,3.7726
2103,A,4.4786
2104,A,4.6385
2105,A,3.5744
2107,C,4.8435
2108,C,5.1058
2110,B,5.3076
2111,D,7.7511
2113,A,4.6634
2114,B,11.7566
2115,C,4.3781
2116,C,6.1053
2117,A,3.5181
2121,B,3.387
2123,D,3.9363
2125,A,5.5619
2126,D,4.7195
2127,C,3.9096
2128,A,3.1032
2130,A,4.0941
2131,A,3.7528
2132,B,5.5155
2133,C,4.326
2134,A,3.3572
2135,B,4.4202
2136,C,6.2321
2137,B,4.6985
2139,D,4.206
2140,A,5.61
2141,C,3.6661
2142,A,4.4142
2145,A,3.7259
2148,C,4.0652
2149,A,3.3889
2150,A,4.7506
2154,C,3.7409
2155,B,6.9894
2158,B,4.2736
2160,D,3.192
2161,A,4.3908
2163,A,3.6757
2165,B,3.9791
2168,A,3.8502
2170,B,3.8053
2173,A,4.4221
2174,B,3.3205
2175,B,3.8733
2178,A,5.8614
2179,A,3.4986
2180,A,4.9295
2182,B,3.6612
2186,C,4.0546
2188,D,3.9992
2189,A,4.7931
2194,B,3.8653
2195,A,4.2501
2196,B,5.3249
2197,A,4.3588
2203,B,4.6897
2205,B,4.386
2206,A,4.2517
2208,A,5.8689
2209,A,4.2006
2210,C,3.4915
2211,A,4.2313
2219,D,4.312
2220,C,3.7067
2221,D,5.3522
2222,A,4.6117
2224,A,3.8197
2225,A,4.2126
2226,C,4.3549
2227,B,8.0374
2228,A,4.11
2229,A,3.196
2230,C,5.2057
2231,A,4.3544
2233,B,4.594
2235,A,3.637
2237,B,7.2548
2240,A,11.4734
2241,A,3.2929
2243,C,3.6502
2247,A,3.9524
2248,B,4.9421
2249,D,4.4497
2251,D,4.7879
2252,D,4.1678
2253,B,4.0138
2255,D,4.1266
2256,A,6.5792
2259,A,2.9281
2262,C,4.087
2263,C,3.6033
2266,C,3.9563
2267,A,4.219
2268,A,5.0469
2271,B,5.0384
2272,A,4.4786
2273,B,3.6455
2274,C,3.737
2275,A,3.3585
2276,A,4.6217
2279,A,4.9259
2280,B,6.5602
2281,A,4.2812
2282,A,5.1419
2283,A,4.3019
2286,A,3.9571
2287,D,3.5315
2289,D,4.0694
2290,A,4.1348
2292,C,3.9704
2294,C,4.6629
2296,D,3.5025
2299,A,3.2044
2300,B,5.7021
2301,C,4.5704
2302,A,4.3382
2305,A,3.6795
2306,D,3.823
2309,A,5.9855
2311,A,4.6685
2313,D,3.7833
2314,B,4.7402
2316,C,5.5247
2318,A,6.3147
2319,D,3.4549
2320,C,3.8814
2321,A,3.7255
2322,A,4.9671
2324,C,3.7766
2326,A,3.9412
2327,B,3.6712
2328,A,4.3425
2329,A,4.6366
2334,B,4.6297
2336,A,4.6562
2338,B,4.4412
2340,A,4.6164
2341,A,4.7969
2342,B,4.235
2343,D,4.8843
2347,A,3.8701
2348,D,3.7206
2350,B,3.96
2353,D,4.1049
2354,A,3.063
2356,A,4.3056
2357,D,3.2875
2358,C,3.3912
2359,B,3.2685
2360,A,6.482
2362,A,3.5192
2365,A,3.4166
2367,B,4.7194
2368,B,4.6294
2370,A,3.6815
2371,B,3.5903
2372,D,4.5942
2374,A,4.1537
2375,B,4.3922
2376,A,4.637
2377,A,4.4798
2379,B,3.6138
2385,B,5.9283
2390,B,8.968
2392,A,4.5093
2393,A,5.6953
2396,D,3.3937
2398,B,3.1093
2399,A,3.3358
2400,D,3.3412
2404,A,4.2611
2405,B,2.9164
2406,A,6.1204
2410,D,6.333
2411,A,3.1145
2412,A,5.0455
2413,A,5.8029
2414,A,3.4347
2415,A,3.8187
2416,A,3.2198
2419,B,3.7561
2427,B,4.7495
2429,B,3.7121
2430,C,4.2166
2433,A,3.561
2434,B,5.7851
2436,A,4.3463
2437,A,4.5564
2438,D,5.792
2439,A,6.9976
2441,D,4.0304
2445,A,3.9245
2446,A,3.8156
2447,D,4.1571
2450,D,4.1571
2451,A,4.1241
2452,B,3.6642
2453,B,4.2579
2454,C,3.2794
2457,A,4.6489
2458,B,3.4449
2461,A,4.2517
2463,B,3.9149
2466,A,3.7321
2467,A,3.5464
2469,A,3.8667
2470,B,4.6416
2474,D,4.3053
2476,B,3.8958
2480,B,3.1672
2481,A,4.8051
2483,A,3.8384
2484,A,3.8138
2487,A,3.682
2489,A,3.8074
2494,A,3.7989
2496,A,3.3127
2499,B,4.2914
2502,A,4.1616
2503,A,3.9296
2504,B,4.0751
2508,C,4.0196
2509,A,3.5409
2510,A,4.4553
2513,A,3.8725
2514,A,2.9488
2515,A,3.3995
2516,B,3.0503
2517,A,3.9302
2519,B,3.9584
2520,B,4.1762
2521,B,3.87
2522,A,3.5109
2523,A,4.5499
2525,B,4.4793
2526,A,4.4488
2527,D,4.6757
2528,A,3.6655
2529,A,4.2475
2530,B,4.638
2531,D,4.2731
2532,A,4.2788
2533,B,8.511
2534,C,4.2272
2535,A,2.7785
2537,A,3.5044
2538,A,3.4932
2542,D,3.7453
2544,B,3.5024
2545,A,3.9577
2546,A,5.7995
2547,A,5.2363
2550,C,4.1263
2554,A,3.9418
2555,C,3.7325
2557,A,3.6916
2559,B,5.179
2565,C,4.0863
2567,C,4.353
2569,A,4.6932
2571,A,3.6844
2575,A,3.5837
2576,C,6.5712
2577,B,3.8782
2578,A,3.6809
2579,C,6.5342
2580,A,4.9514
2581,D,3.6668
2586,A,4.1158
2590,D,5.3092
2591,A,2.9491
2594,B,4.5654
2599,A,9.5519
2600,A,2.8747
2602,B,3.4217
2603,A,3.4648
2605,C,3.7414
2607,A,3.7345
2608,A,3.0232
2609,A,4.6704
2611,C,4.4849
2612,A,3.7809
2613,D,4.3138
2615,B,5.2968
2616,B,4.9102
2618,A,6.078
2619,A,3.6271
2624,C,5.4766
2631,A,5.7114
2632,D,5.0276
2634,A,3.4272
2637,A,6.0177
2638,C,3.6208
2640,A,6.2286
2641,A,2.9114
2642,C,4.7608
2643,A,3.8309
2644,A,3.7323
2645,B,3.0448
2646,D,9.1579
2647,D,3.3957
2649,B,8.3204
2650,B,3.4345
2652,A,3.8177
2653,A,3.7306
2656,C,4.4827
2657,A,3.539
2658,C,4.149
2660,D,2.9891
2662,C,3.9936
2664,D,4.3643
2666,B,3.5788
2669,C,4.0676
2674,C,3.8751
2677,D,4.4454
2678,A,4.2415
2679,A,3.3649
2680,A,3.398
2683,D,3.5618
2685,B,3.1921
2687,A,4.687
2691,D,3.7469
2693,A,6.0063
2699,D,3.813
2700,D,4.369
2701,A,4.0574
2703,B,3.9125
2704,B,6.4076
2706,A,3.8407
2709,A,3.7559
2710,C,4.4614
2715,B,7.2113
2719,A,3.913
2720,B,4.6826
2723,B,3.794
2725,B,3.9709
2727,A,4.7326
2730,B,4.6579
2731,C,7.222
2732,D,2.9865
2733,C,5.1609
2735,B,5.643
2737,A,3.7256
2741,A,3.7902
2744,A,3.1964
2746,C,3.2427
2748,A,3.5811
2749,A,3.6507
2751,A,3.957
2754,A,3.1662
2755,A,4.3785
2761,A,5.3487
2765,A,4.5779
2767,B,4.9516
2769,B,3.7019
2772,A,3.5423
2773,A,3.3697
2774,A,3.3607
2776,B,4.2379
2778,D,3.497
2780,A,3.5548
2781,B,3.8225
2782,B,6.0334
2786,C,4.3902
2787,D,3.6131
2790,C,3.7365
2791,A,3.5408
2792,B,6.1838
2793,B,5.8759
2794,D,4.4217
2797,B,3.9013
2801,A,4.14
2804,C,4.3587
2805,C,3.8046
2807,C,4.0059
2809,A,4.5283
2810,A,3.9074
2812,C,4.3968
2816,C,4.0011
2817,A,4.5973
2819,B,3.7969
2824,A,3.4796
2825,C,3.8445
2826,A,3.8551
2830,C,5.83
2831,A,4.1604
2832,D,3.9871
2833,A,3.6319
2836,D,3.0867
2837,B,3.764
2838,D,4.3231
2840,B,4.0766
